id,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
536,0,49,1,2,1,1,1,0,40,5,3,2,3263.0,1522,1741.0,0.58,4288,69,725,466
537,0,35,1,4,3,0,0,0,29,6,3,0,2118.0,1189,929.0,1.158,4541,60,818,561
538,0,59,1,1,3,0,0,0,52,5,3,3,2636.0,1619,1017.0,565,4727,83,627,614
539,0,52,1,3,4,1,1,0,33,3,2,0,3900.0,0,3900.0,1.092,4337,81,0.8,0.0
540,1,44,1,1,2,1,0,0,36,6,3,3,3052.0,0,3052.0,868,2598,47,469,0.0
541,0,46,1,1,5,1,0,0,29,3,3,2,2406.0,1705,701.0,624,4665,89,816,709
542,1,34,1,3,1,0,0,0,21,2,2,2,1576.0,0,1576.0,789,2703,56,1.0,0.0
543,0,43,0,1,2,1,2,0,36,3,3,2,13840.0,1079,12761.0,947,4190,74,805,78
544,1,49,1,1,0,1,1,0,41,4,3,3,1438.3,522,916.3,383,2030,37,0.37,363
545,0,41,0,2,5,1,1,0,32,5,3,3,6059.0,1171,4888.0,678,4119,70,667,193
546,0,44,1,4,4,2,0,0,26,4,1,3,2295.0,1250,1045.0,912,3834,69,643,545
547,0,38,0,3,3,1,3,0,19,5,2,2,1518.0,1115,403.0,705,3595,65,857,735
548,0,45,1,1,0,1,0,0,35,3,3,2,1438.3,1080,358.3,802,4425,79,717,751
549,0,51,0,4,1,0,3,0,37,6,2,2,8783.0,2142,6641.0,662,4425,83,766,244
550,0,64,0,1,3,0,0,0,36,4,3,1,1861.0,1677,184.0,742,5225,94,679,901
551,0,43,1,4,3,1,0,0,30,4,1,3,4829.0,1153,3676.0,534,4778,65,0.97,239
552,0,38,1,0,3,0,0,0,32,6,3,3,1755.0,750,1005.0,659,5000,79,837,427
553,1,43,0,3,3,1,2,0,36,4,2,3,17239.0,0,17239.0,393,1789,38,357,0.0
554,0,48,1,1,1,1,1,1,28,3,1,2,15713.0,1387,14326.0,904,4775,61,605,88
555,0,48,0,5,0,0,2,0,38,6,2,3,22639.0,1481,21158.0,703,4219,65,477,65
556,0,54,0,3,3,1,1,0,44,3,3,3,1655.0,0,1655.0,766,4621,67,675,0.0
557,0,42,1,3,1,0,0,0,32,5,3,3,1931.0,1297,634.0,1.037,4693,66,833,672
558,0,59,0,0,3,0,0,0,36,5,3,3,3604.0,1483,2121.0,597,4576,87,706,411
559,0,44,0,4,0,1,3,1,27,4,3,2,34516.0,1043,33473.0,0.69,4654,59,639,0.03
560,0,38,1,3,3,0,0,0,28,6,2,2,2699.0,564,2135.0,683,4813,78,814,209
561,1,42,1,0,2,0,1,0,30,5,2,3,1438.3,1223,215.3,491,2181,43,593,0.85
562,0,41,1,5,1,2,0,0,34,3,1,3,2137.0,996,1141.0,625,4290,90,875,466
563,1,44,0,3,1,0,2,1,36,5,2,3,25276.0,0,25276.0,849,2282,38,583,0.0
564,1,38,1,1,2,0,0,0,33,6,2,3,3119.0,2517,602.0,722,2492,50,515,807
565,0,51,0,2,3,1,3,0,35,4,2,2,6205.0,2264,3941.0,773,4605,88,725,365
566,0,47,0,1,3,1,1,0,42,3,2,1,1626.0,0,1626.0,783,4847,78,1.053,0.0
567,1,57,1,2,0,0,0,0,51,3,5,2,1614.0,0,1614.0,241,1690,38,357,0.0
568,0,42,0,3,0,1,2,0,25,6,2,3,13546.0,1720,11826.0,538,3943,73,698,127
569,0,39,1,1,3,0,0,0,29,4,1,3,1568.0,995,573.0,908,4531,76,0.81,635
570,1,41,0,3,5,0,4,0,26,3,2,2,9220.0,0,9220.0,733,2276,32,0.6,0.0
571,0,43,1,4,0,1,1,0,31,4,1,3,1773.0,882,891.0,0.68,5400,84,615,497
572,0,46,0,3,3,2,1,0,27,5,2,3,10931.0,2297,8634.0,639,4802,73,872,0.21
573,0,51,0,0,2,1,4,1,35,5,1,2,34516.0,2332,32184.0,0.8,4587,82,745,68
574,1,49,1,3,1,1,0,0,36,4,2,2,1763.0,0,1763.0,896,2813,43,536,0.0
575,1,42,0,3,3,1,1,0,23,5,3,2,5791.0,2517,3274.0,0.69,2516,64,641,435
576,0,39,0,3,0,0,3,0,36,4,2,1,12618.0,1585,11033.0,586,4768,82,864,126
577,1,57,0,2,0,1,2,0,41,3,3,2,2527.0,1030,1497.0,714,2767,43,387,408
578,0,43,1,2,1,1,1,0,34,3,1,3,2032.0,1008,1024.0,879,4736,86,0.83,496
579,0,50,1,1,3,1,0,0,36,4,2,3,1438.3,0,1438.3,851,4765,71,1.088,0.0
580,0,53,1,2,2,0,0,0,46,3,5,2,2153.0,0,2153.0,766,4628,69,971,0.0
581,0,49,1,1,4,2,1,0,44,6,5,2,2597.0,1871,726.0,899,3637,69,725,0.72
582,0,47,1,3,1,1,0,0,36,5,3,3,2822.0,0,2822.0,681,5064,74,0.85,0.0
583,0,51,1,3,0,0,0,0,36,5,3,3,3747.0,2268,1479.0,709,4609,87,0.74,605
584,0,50,1,2,2,1,1,0,36,5,4,1,2428.0,2005,423.0,835,5170,68,659,826
585,0,56,1,3,3,1,0,0,41,5,4,1,1438.3,0,1438.3,796,3778,72,1.118,0.0
586,0,56,0,2,3,1,1,0,49,3,5,3,3059.0,2387,672.0,808,4774,81,761,0.78
587,0,51,1,2,3,0,0,0,46,3,3,3,2429.0,1250,1179.0,983,4761,99,707,515
588,0,43,1,4,3,1,0,0,32,6,3,1,2624.0,1117,1507.0,826,3929,67,595,426
589,0,37,1,1,2,0,1,0,32,4,2,3,1976.0,0,1976.0,812,4424,73,659,0.0
590,0,51,0,2,3,1,3,0,34,5,4,1,13587.0,2374,11213.0,789,4995,88,692,175
591,0,40,0,4,0,0,3,0,36,4,3,2,32431.0,850,31581.0,926,4400,71,1.088,26
592,0,50,1,3,3,0,0,0,36,6,5,2,7596.0,1156,6440.0,611,4338,73,738,152
593,0,42,1,3,3,0,0,0,28,6,2,1,1438.3,0,1438.3,0.46,4482,74,644,0.0
594,0,58,1,1,0,0,0,0,43,4,4,2,3382.0,1446,1936.0,705,4854,74,682,428
595,0,40,1,4,1,1,0,0,33,4,5,3,1762.0,1224,538.0,815,4899,87,812,695
596,0,52,0,3,2,1,2,0,42,5,3,1,4565.0,1258,3307.0,764,4139,67,914,276
597,0,53,0,4,3,0,1,0,36,4,5,3,2300.0,0,2300.0,655,4527,79,756,0.0
598,0,62,0,2,3,0,0,0,48,6,3,2,5844.0,2013,3831.0,478,3546,65,548,344
599,1,55,1,1,2,0,0,0,48,3,5,3,2114.0,546,1568.0,619,2578,42,0.75,258
600,0,41,0,3,3,2,2,0,27,5,2,2,5784.0,0,5784.0,851,4173,80,0.86,0.0
601,0,64,0,0,3,0,0,0,36,5,4,1,1873.0,468,1405.0,1.154,4738,82,608,0.25
602,0,46,0,2,3,2,2,0,39,3,1,1,3299.0,870,2429.0,0.63,4904,75,829,264
603,1,49,1,3,4,0,0,0,35,5,1,2,2214.0,915,1299.0,533,2144,51,545,413
604,0,51,1,1,1,1,0,0,36,3,4,2,1857.0,1033,824.0,0.95,5149,90,636,556
605,0,40,0,4,3,1,2,0,35,5,4,1,9974.0,2185,7789.0,852,4680,87,673,219
606,0,39,1,2,1,0,0,0,36,4,3,3,1438.3,855,583.3,662,4890,53,893,594
607,0,38,1,2,3,1,0,0,31,6,3,3,3222.0,0,3222.0,786,5154,80,778,0.0
608,1,44,1,4,1,0,1,0,39,4,3,3,10587.0,2517,8070.0,1.052,2971,54,742,238
609,1,46,1,1,1,1,0,0,42,5,4,1,1438.3,0,1438.3,637,1843,44,0.63,0.0
610,0,39,1,3,5,1,0,0,33,6,4,2,2001.0,1430,571.0,555,4509,69,683,715
611,0,38,1,2,1,0,0,0,20,4,3,3,2420.0,676,1744.0,782,3770,76,0.81,279
612,0,36,1,4,2,1,0,0,36,6,4,1,2466.0,1750,716.0,774,5005,76,767,0.71
613,0,51,1,3,2,2,1,0,31,6,2,2,2768.0,1329,1439.0,699,4275,78,814,0.48
614,0,46,1,3,2,1,0,0,39,3,2,3,1438.3,0,1438.3,786,4370,79,795,0.0
615,1,44,1,0,2,1,0,0,40,5,4,2,7499.0,1083,6416.0,716,2478,45,667,144
616,0,60,0,2,3,0,2,0,48,3,4,1,10886.0,1145,9741.0,749,3488,66,535,105
617,0,46,0,2,3,1,1,0,39,4,3,1,1610.0,0,1610.0,689,4958,87,776,0.0
618,0,47,1,3,3,2,0,0,42,3,4,0,1438.3,0,1438.3,635,4735,87,673,0.0
619,0,51,0,0,5,0,2,0,36,6,2,3,3232.0,1346,1886.0,697,5102,69,643,416
620,0,47,0,1,2,1,2,1,42,6,4,2,27437.0,0,27437.0,872,4660,79,681,0.0
621,0,47,1,4,1,0,1,0,36,3,1,1,1596.0,0,1596.0,788,5678,81,0.8,0.0
622,0,55,0,2,3,0,3,0,46,5,5,2,4994.0,0,4994.0,717,4802,81,761,0.0
623,0,43,1,3,0,0,0,0,38,6,1,2,1521.0,0,1521.0,791,4880,79,549,0.0
624,0,49,1,2,4,1,0,0,44,4,4,2,1644.0,0,1644.0,1.033,4898,82,783,0.0
625,0,42,1,3,3,0,1,0,33,6,2,3,3376.0,1661,1715.0,618,4629,75,923,492
626,0,45,1,4,1,0,1,0,29,3,2,1,4595.0,1781,2814.0,708,3746,68,545,388
627,0,51,1,4,0,2,0,0,40,5,4,3,1562.0,1057,505.0,807,5019,78,696,677
628,0,50,0,2,2,1,4,0,36,3,2,3,3390.0,2385,1005.0,656,4128,73,698,704
629,0,44,1,1,3,0,1,0,36,3,4,2,1484.0,885,599.0,951,4819,74,805,596
630,1,42,1,3,1,1,1,0,34,6,3,1,1585.0,1381,204.0,706,2360,40,379,871
631,0,46,1,5,3,2,0,0,40,3,3,3,1592.0,925,667.0,804,4615,90,667,581
632,0,58,0,2,1,0,3,0,54,6,3,2,22981.0,1696,21285.0,466,4192,66,571,74
633,0,38,1,1,3,0,1,0,36,4,2,2,2358.0,1965,393.0,614,4922,80,0.6,833
634,0,47,0,3,5,2,1,0,36,4,2,3,4786.0,1516,3270.0,0.94,4973,74,0.85,317
635,0,52,1,1,3,1,0,0,47,3,1,3,1438.3,0,1438.3,775,5015,68,789,0.0
636,1,37,1,3,1,0,0,0,29,3,3,3,1653.0,0,1653.0,517,2284,35,296,0.0
637,0,50,1,2,0,1,0,0,45,4,1,0,5452.0,540,4912.0,539,4220,66,737,99
638,1,43,1,4,0,2,0,0,33,6,3,1,1706.0,0,1706.0,601,2371,45,0.5,0.0
639,0,52,1,2,0,0,0,0,37,4,3,1,2164.0,0,2164.0,688,5282,80,818,0.0
640,1,56,1,2,0,0,0,0,36,1,3,5,1883.0,400,1483.0,528,1954,45,0.5,212
641,0,45,1,3,0,2,0,0,36,5,1,0,2697.0,2216,481.0,681,4063,75,786,822
642,0,42,1,4,2,1,0,0,27,6,2,1,2043.0,0,2043.0,1.019,5198,77,711,0.0
643,1,47,0,3,0,1,1,0,29,1,2,4,1684.0,644,1040.0,723,2164,36,714,382
644,0,47,0,2,2,1,1,0,43,3,4,1,7106.0,736,6370.0,687,5192,75,562,104
645,1,42,0,5,1,1,2,0,36,1,2,3,1866.0,0,1866.0,798,2833,42,355,0.0
646,0,48,0,4,3,0,1,0,36,5,2,3,7514.0,0,7514.0,514,4789,69,408,0.0
647,0,53,1,1,3,2,0,0,46,5,4,3,3424.0,1333,2091.0,667,4485,61,694,389
648,0,50,1,3,1,1,0,0,32,6,2,3,2590.0,2087,503.0,0.7,4248,73,0.78,806
649,1,43,1,3,1,2,0,0,24,4,2,2,1662.0,613,1049.0,868,2326,31,0.55,369
650,1,42,1,3,3,0,0,0,27,6,2,2,2053.0,0,2053.0,866,3053,50,562,0.0
651,1,39,1,1,0,1,1,0,27,3,3,3,2821.0,725,2096.0,704,2397,35,296,257
652,1,41,1,3,0,1,1,0,36,1,3,4,3606.0,0,3606.0,0.37,1829,41,519,0.0
653,0,44,1,3,1,0,0,0,33,3,3,3,5362.0,1984,3378.0,664,3851,87,642,0.37
654,0,50,1,3,3,1,0,0,40,3,2,2,2925.0,2065,860.0,692,3913,47,1.474,706
655,0,44,1,3,3,2,1,0,38,3,2,2,4269.0,1852,2417.0,682,4178,75,0.63,434
656,0,42,1,3,3,1,0,0,37,4,2,1,2730.0,1303,1427.0,1.308,4750,76,0.9,477
657,0,41,1,2,3,1,1,0,36,6,2,3,2329.0,1271,1058.0,729,4382,70,667,546
658,0,50,1,2,2,1,1,0,37,6,2,1,3600.0,1904,1696.0,0.72,4946,75,531,529
659,0,44,1,4,3,2,0,0,30,4,3,2,1791.0,1314,477.0,725,5109,79,756,734
660,1,43,0,2,2,0,3,0,34,2,4,3,4617.0,1035,3582.0,0.36,1779,35,591,224
661,1,56,1,3,2,0,0,0,46,1,3,3,2272.0,1350,922.0,762,2354,49,0.96,594
662,0,50,0,3,3,0,2,0,38,4,1,1,10762.0,703,10059.0,548,4509,71,543,65
663,1,39,1,4,2,0,1,0,36,3,2,3,1776.0,0,1776.0,518,2201,31,292,0.0
664,0,45,1,2,4,1,0,0,38,3,2,3,2911.0,1471,1440.0,871,4450,62,771,505
665,0,34,1,4,1,1,1,0,28,6,1,0,2432.0,851,1581.0,873,4760,69,917,0.35
666,0,52,1,1,5,1,0,0,39,3,1,1,1663.0,0,1663.0,707,4875,86,654,0.0
667,0,47,0,3,0,2,3,0,34,5,1,3,1626.0,1013,613.0,826,5262,83,729,623
668,0,42,0,2,3,1,2,0,35,6,1,2,2131.0,1288,843.0,797,4264,81,841,604
669,0,40,0,3,1,1,3,0,36,6,3,1,9599.0,2356,7243.0,791,4754,84,0.68,245
670,0,36,0,4,3,1,3,0,36,5,3,1,2262.0,1450,812.0,735,4116,84,787,641
671,0,45,1,3,1,1,0,0,34,6,1,3,2647.0,1288,1359.0,765,4730,78,857,487
672,0,55,1,3,1,1,0,0,44,5,1,1,1438.3,0,1438.3,575,4755,76,0.9,0.0
673,1,44,1,3,1,0,0,0,36,2,3,3,2228.0,0,2228.0,686,2523,45,607,0.0
674,0,40,1,5,1,1,0,0,31,4,2,2,2813.0,2208,605.0,877,4491,68,744,785
675,0,53,1,1,0,0,0,0,39,3,2,3,1982.0,1276,706.0,897,5136,76,949,644
676,0,57,1,0,3,1,0,0,45,6,1,2,2448.0,0,2448.0,606,5464,98,607,0.0
677,0,56,1,0,4,1,0,0,51,4,2,3,3617.0,878,2739.0,777,5416,76,0.9,243
678,0,59,1,0,3,1,0,0,48,2,2,1,2120.0,1411,709.0,665,3882,92,643,666
679,0,45,1,5,3,1,0,0,39,5,3,2,2867.0,1209,1658.0,727,5311,81,976,422
680,1,54,1,1,3,0,0,0,34,5,2,2,2939.0,2152,787.0,555,2476,42,355,732
681,0,39,1,2,3,0,0,1,29,3,3,2,10024.0,913,9111.0,568,3906,78,592,91
682,1,43,0,4,1,1,4,0,30,3,2,3,17228.0,1331,15897.0,519,2229,44,375,77
683,0,46,1,2,2,0,0,0,36,3,2,2,1438.3,0,1438.3,757,5005,79,795,0.0
684,1,40,1,2,0,0,0,0,28,2,2,2,3021.0,0,3021.0,694,2814,37,321,0.0
685,1,47,1,4,3,0,0,0,39,3,3,6,1438.3,0,1438.3,854,2295,51,545,0.0
686,0,44,0,2,1,1,2,0,36,3,2,1,7317.0,959,6358.0,653,5082,86,686,131
687,0,57,1,2,5,1,1,0,41,2,3,3,3667.0,809,2858.0,778,5322,79,975,221
688,1,40,1,3,3,0,0,0,31,5,3,2,2391.0,0,2391.0,669,2857,40,0.6,0.0
689,0,49,1,4,3,1,0,0,43,2,2,2,3002.0,1446,1556.0,815,4851,74,947,482
690,0,47,1,5,0,1,0,0,36,1,6,1,2291.0,1419,872.0,725,4498,81,761,619
691,1,47,1,2,3,1,0,0,34,2,2,2,2234.0,2024,210.0,717,2313,37,321,906
692,1,40,1,3,5,1,0,0,21,5,2,2,1728.0,0,1728.0,0.41,2191,38,357,0.0
693,0,41,1,1,3,0,1,0,28,1,3,1,8482.0,585,7897.0,624,4245,74,897,69
694,0,38,0,3,3,0,1,0,20,1,3,3,10486.0,1544,8942.0,716,4042,77,925,147
695,0,41,0,4,2,1,3,0,22,1,2,3,5037.0,1670,3367.0,787,4379,67,811,332
696,0,51,1,2,1,2,0,0,36,2,1,1,1438.3,0,1438.3,765,4866,65,625,0.0
697,0,53,1,3,2,1,1,0,46,2,1,1,2304.0,1144,1160.0,772,4505,85,1.179,497
698,0,44,0,4,3,0,2,0,28,2,2,1,2758.0,461,2297.0,0.58,4244,96,778,167
699,0,40,0,5,1,0,4,0,31,1,1,3,34516.0,1427,33089.0,706,3699,64,488,41
700,0,41,1,3,3,2,1,0,28,1,1,3,9294.0,1764,7530.0,1.026,4531,73,738,0.19
701,0,52,0,1,0,0,4,0,41,1,1,3,12764.0,0,12764.0,0.71,3332,64,882,0.0
702,0,59,1,0,2,0,0,0,55,2,2,3,2645.0,1127,1518.0,623,4251,76,767,426
703,1,56,0,1,3,1,3,0,50,3,6,3,8688.0,0,8688.0,426,2361,41,464,0.0
704,0,53,0,3,3,0,3,1,39,1,2,3,34516.0,1198,33318.0,615,4826,70,667,35
705,1,49,1,3,0,0,1,0,38,1,2,3,2655.0,2283,372.0,751,2386,49,485,0.86
706,0,41,0,2,2,1,3,0,31,1,1,3,3306.0,706,2600.0,814,4772,76,0.9,214
707,0,52,1,3,0,0,0,0,42,2,3,3,2510.0,1928,582.0,1.043,4943,70,489,768
708,0,50,1,3,3,1,0,0,36,2,3,2,2999.0,1817,1182.0,678,5119,83,766,606
709,0,48,1,4,2,0,0,0,42,2,3,2,1438.3,0,1438.3,707,5045,82,745,0.0
710,1,59,1,1,3,0,0,0,51,1,4,4,4257.0,2517,1740.0,703,2828,50,1.083,591
711,0,50,1,4,1,0,0,0,42,2,1,2,1460.0,0,1460.0,682,4265,63,615,0.0
712,1,36,1,1,3,1,0,0,29,4,2,3,1493.0,0,1493.0,721,2516,63,575,0.0
713,1,50,1,4,1,1,0,0,36,5,3,5,2690.0,1614,1076.0,513,2272,57,541,0.6
714,0,43,1,2,3,0,0,0,36,1,2,2,3226.0,2145,1081.0,644,5066,75,786,665
715,0,42,1,2,1,0,0,0,23,2,2,3,3172.0,1160,2012.0,588,4163,83,804,366
716,0,53,0,4,3,1,4,0,40,1,1,3,6383.0,1512,4871.0,558,4985,87,776,237
717,0,43,0,3,1,1,2,0,35,2,3,2,3717.0,1882,1835.0,796,4667,91,0.82,506
718,0,41,1,4,1,1,0,0,29,2,2,2,2601.0,1861,740.0,794,5111,83,0.66,715
719,0,49,0,5,1,0,2,0,36,1,2,2,5578.0,0,5578.0,627,3459,53,0.71,0.0
720,0,41,0,3,3,1,4,0,32,2,3,1,27169.0,0,27169.0,781,3906,87,977,0.0
721,0,54,1,3,1,1,0,0,36,2,2,1,5642.0,541,5101.0,742,4633,84,0.68,96
722,0,37,1,2,2,0,1,0,32,2,1,3,3680.0,683,2997.0,0.85,4835,77,0.75,186
723,0,50,0,2,3,1,2,0,45,2,1,0,2021.0,1578,443.0,761,5298,71,919,781
724,0,51,1,1,3,1,1,0,43,2,2,2,2107.0,1663,444.0,712,4841,88,725,789
725,0,50,0,2,3,1,4,0,41,1,3,3,4607.0,0,4607.0,898,4793,88,0.63,0.0
726,0,47,1,3,0,2,1,0,36,2,3,3,1439.0,0,1439.0,638,5047,79,837,0.0
727,0,55,1,0,0,1,0,0,44,1,1,3,2596.0,1929,667.0,609,4726,87,812,743
728,1,45,0,4,5,1,2,0,37,1,2,2,13093.0,2517,10576.0,426,2032,39,444,192
729,0,50,1,3,1,1,1,0,40,1,3,3,3367.0,1747,1620.0,769,5657,91,517,519
730,0,58,1,3,3,0,0,0,53,1,3,1,2669.0,2048,621.0,725,4863,79,1.135,767
731,0,42,1,4,3,1,1,0,23,1,2,3,2647.0,1245,1402.0,712,4911,82,864,0.47
732,0,57,1,2,3,1,0,0,45,1,3,3,1860.0,0,1860.0,778,5109,62,722,0.0
733,0,43,1,4,3,0,0,0,34,2,3,2,2005.0,1263,742.0,657,4906,80,818,0.63
734,0,48,0,2,0,1,1,0,42,1,3,3,3202.0,2517,685.0,597,4675,88,692,786
735,0,43,1,4,3,0,1,0,23,2,1,1,1438.3,0,1438.3,728,4494,82,708,0.0
736,0,41,1,3,2,0,1,0,32,2,1,2,3104.0,1954,1150.0,473,4699,77,925,0.63
737,1,46,0,2,1,0,1,0,36,5,2,2,6362.0,0,6362.0,596,1968,51,759,0.0
738,0,39,0,2,3,0,2,0,19,1,2,1,6146.0,0,6146.0,577,3645,76,551,0.0
739,1,48,0,3,3,2,1,0,43,2,3,3,9104.0,145,8959.0,765,2563,34,417,16
740,0,39,1,1,3,0,0,0,21,1,2,1,2867.0,1365,1502.0,502,4445,89,745,476
741,1,29,1,0,2,1,0,0,19,2,1,2,3261.0,2517,744.0,636,2461,54,742,772
742,0,51,1,2,2,0,0,0,31,2,1,3,2306.0,1627,679.0,507,3776,70,944,706
743,0,53,0,3,3,0,4,2,43,3,1,3,34516.0,2435,32081.0,0.77,7758,98,719,71
744,0,40,1,2,1,0,1,0,35,2,1,2,2544.0,1713,831.0,696,8006,88,571,673
745,0,42,1,4,1,1,0,2,36,2,3,2,15987.0,1187,14800.0,597,7471,88,467,74
746,0,45,0,4,0,0,3,0,35,2,2,2,11318.0,2082,9236.0,733,7179,93,632,184
747,0,45,1,3,1,1,0,0,32,2,5,1,2948.0,968,1980.0,946,7834,86,509,328
748,1,49,0,1,3,1,1,0,40,6,1,4,14973.0,0,14973.0,895,4517,59,439,0.0
749,0,44,0,4,0,0,3,0,31,3,2,3,19719.0,1303,18416.0,0.91,8385,97,565,66
750,0,48,0,4,1,0,4,0,40,2,3,3,30210.0,1946,28264.0,904,7403,88,544,64
751,1,59,1,1,1,0,0,0,46,2,3,2,7484.0,1939,5545.0,994,4923,56,333,259
752,0,41,0,1,2,1,1,0,32,3,4,2,10682.0,1334,9348.0,702,7332,92,614,125
753,0,47,0,2,2,0,2,0,41,2,3,3,20811.0,1302,19509.0,793,7192,82,708,63
754,0,50,1,2,1,1,1,0,39,3,2,2,2275.0,2138,137.0,742,7768,83,729,0.94
755,0,47,0,2,0,0,3,0,36,3,2,2,34516.0,1264,33252.0,774,7827,77,0.54,37
756,0,51,0,2,0,2,3,0,40,1,2,3,23453.0,0,23453.0,727,7555,96,574,0.0
757,0,48,0,4,3,1,2,0,37,2,1,1,13197.0,0,13197.0,681,8424,84,787,0.0
758,0,46,1,3,1,0,0,0,36,2,2,3,6218.0,2517,3701.0,716,7689,84,0.68,405
759,0,53,1,2,1,0,0,0,49,1,2,3,9678.0,1710,7968.0,745,7682,90,579,177
760,0,52,0,4,3,1,3,0,45,2,2,3,23070.0,1701,21369.0,846,8070,81,688,74
761,0,46,1,3,0,1,0,0,35,6,5,1,2069.0,1101,968.0,741,7307,82,745,532
762,0,54,1,2,2,0,0,0,36,1,3,3,2274.0,708,1566.0,677,7735,74,682,311
763,0,51,0,1,3,1,4,0,39,2,3,2,34516.0,2452,32064.0,707,7111,82,608,71
764,0,44,0,1,3,1,3,2,29,2,1,3,34516.0,942,33574.0,0.75,7665,86,593,27
765,0,45,1,4,2,1,0,0,36,2,1,1,2737.0,0,2737.0,0.71,7587,80,569,0.0
766,0,57,0,1,1,0,3,0,45,1,6,1,15030.0,1395,13635.0,625,7603,81,588,93
767,0,51,0,1,4,1,4,1,31,2,5,2,34516.0,1991,32525.0,718,7520,79,681,58
768,0,45,0,3,3,2,2,1,31,2,1,3,34516.0,1509,33007.0,728,7167,91,625,44
769,0,42,0,3,3,0,4,0,36,1,2,3,31639.0,2446,29193.0,632,7119,86,564,77
770,0,44,0,1,0,1,4,0,33,2,2,3,34516.0,1058,33458.0,734,7412,84,585,31
771,0,41,0,4,4,1,3,0,36,1,2,2,21751.0,1573,20178.0,878,8332,102,569,72
772,0,48,0,4,3,1,3,0,36,1,2,3,27984.0,1793,26191.0,754,8147,81,588,64
773,0,49,0,4,3,0,4,1,36,2,2,2,34516.0,0,34516.0,622,7962,99,435,0.0
774,0,43,0,4,1,1,1,0,35,1,1,1,3442.0,2517,925.0,0.62,7801,74,644,731
775,0,50,1,2,5,0,0,0,40,2,1,1,3449.0,1634,1815.0,776,8300,94,469,474
776,0,49,1,4,3,2,0,0,37,2,6,1,1838.0,1155,683.0,742,7688,93,409,628
777,0,42,0,3,3,1,3,0,36,1,1,2,30117.0,2129,27988.0,769,7930,91,542,71
778,0,44,0,3,3,0,3,2,36,2,3,3,34516.0,2517,31999.0,703,7640,87,582,73
779,0,51,0,0,2,0,3,0,33,1,3,1,34516.0,1228,33288.0,747,7854,89,648,36
780,0,45,0,3,1,1,2,0,36,2,5,1,17072.0,1519,15553.0,831,8591,99,707,89
781,0,56,0,4,3,0,3,0,46,2,3,1,25736.0,1388,24348.0,743,7209,91,596,54
782,0,38,1,3,1,0,1,2,26,2,2,1,23981.0,0,23981.0,741,7872,103,635,0.0
783,0,42,0,3,0,1,1,0,37,2,3,3,4960.0,1724,3236.0,879,8218,88,913,348
784,0,49,0,1,3,1,4,0,29,2,3,2,7650.0,2045,5605.0,891,8609,109,758,267
785,0,45,0,4,5,0,4,2,36,1,3,1,34516.0,1411,33105.0,701,8007,96,778,41
786,0,51,0,4,3,1,2,1,33,1,3,3,25653.0,2059,23594.0,702,8305,103,746,0.08
787,0,58,0,1,0,0,3,0,54,1,3,1,5182.0,1459,3723.0,0.72,7960,112,697,282
788,0,44,0,4,1,0,2,0,36,1,1,3,2946.0,743,2203.0,827,8553,88,872,252
789,0,47,0,2,2,1,2,1,35,2,1,1,34516.0,1349,33167.0,674,8582,106,767,39
790,0,41,0,3,3,1,2,0,29,2,2,1,17277.0,2151,15126.0,701,8838,97,732,125
791,0,47,1,4,4,0,0,0,27,1,2,2,8837.0,2517,6320.0,618,8210,100,754,285
792,0,60,1,0,3,1,0,0,55,2,1,3,3773.0,0,3773.0,684,14264,118,873,0.0
793,1,41,0,2,3,0,4,0,37,5,3,4,27742.0,2517,25225.0,835,8646,85,977,91
794,0,58,0,2,5,1,4,0,48,2,3,1,12648.0,1604,11044.0,719,14465,125,712,127
795,1,48,1,4,3,0,0,3,37,5,3,4,15987.0,0,15987.0,827,7681,71,0.69,0.0
796,0,52,1,3,3,0,1,0,45,1,1,2,14803.0,985,13818.0,831,14426,87,642,67
797,1,43,0,4,0,2,3,0,36,2,3,2,19333.0,0,19333.0,969,7847,63,0.75,0.0
798,0,52,0,2,1,2,2,0,42,1,3,2,7261.0,1443,5818.0,972,14533,108,565,199
799,0,29,0,0,1,0,1,0,36,2,3,1,4023.0,1437,2586.0,0.69,12510,96,0.92,357
800,1,53,1,4,3,1,0,0,36,2,3,6,4005.0,0,4005.0,896,7022,75,667,0.0
801,1,60,0,0,2,1,3,0,50,1,4,2,29239.0,0,29239.0,1.057,8169,65,585,0.0
802,0,51,1,2,3,0,1,0,36,1,1,1,3785.0,1329,2456.0,864,15209,104,891,351
803,0,44,0,4,3,0,2,0,39,2,2,3,9682.0,1727,7955.0,0.88,14991,95,0.9,178
804,1,61,0,0,2,0,3,0,50,2,4,3,21398.0,0,21398.0,695,3119,53,767,0.0
805,0,51,0,4,2,0,4,2,33,2,2,2,34516.0,1848,32668.0,775,14149,103,689,54
806,0,52,0,2,1,1,3,0,36,2,3,1,18046.0,0,18046.0,819,13758,104,677,0.0
807,0,38,1,2,0,1,0,0,36,2,3,2,7825.0,0,7825.0,724,14326,100,786,0.0
